"HITId","HITTypeId","Title","Description","Keywords","Reward","CreationTime","MaxAssignments","RequesterAnnotation","AssignmentDurationInSeconds","AutoApprovalDelayInSeconds","Expiration","NumberOfSimilarHITs","LifetimeInSeconds","AssignmentId","WorkerId","AssignmentStatus","AcceptTime","SubmitTime","AutoApprovalTime","ApprovalTime","RejectionTime","RequesterFeedback","WorkTimeInSeconds","LifetimeApprovalRate","Last30DaysApprovalRate","Last7DaysApprovalRate","Answer.surveycode","Approve","Reject"
"35A1YQPVFEHFJBABEZWW08HPVKC5IC","3NB4XF0P1VB9Z67DBBXSFXYRZCPL2D","Play a small grid game (~10 minutes)","Each worker will only be paid for 1 HIT completion.","game grid artificial intelligence","$0.50","Mon Jan 18 08:02:50 PST 2021","15","BatchId:4306691;OriginalHitTemplateId:920937340;","3600","864000","Mon Jan 25 08:02:50 PST 2021","","","31LM9EDVOLTIQVYHQJIKVAS3J9AJNP","A3GHXWLVYPFZKQ","Submitted","Mon Jan 18 08:52:24 PST 2021","Mon Jan 18 08:58:54 PST 2021","Thu Jan 28 08:58:54 PST 2021","","","","390","0% (0/0)","0% (0/0)","0% (0/0)","SWQLUM1GXAL3GO7K"
"35A1YQPVFEHFJBABEZWW08HPVKC5IC","3NB4XF0P1VB9Z67DBBXSFXYRZCPL2D","Play a small grid game (~10 minutes)","Each worker will only be paid for 1 HIT completion.","game grid artificial intelligence","$0.50","Mon Jan 18 08:02:50 PST 2021","15","BatchId:4306691;OriginalHitTemplateId:920937340;","3600","864000","Mon Jan 25 08:02:50 PST 2021","","","33L7PJKHCGZR1R7IWB75FJPHSG4T8I","A1J1ZM062PH3FN","Submitted","Mon Jan 18 10:56:22 PST 2021","Mon Jan 18 11:21:34 PST 2021","Thu Jan 28 11:21:34 PST 2021","","","","1512","0% (0/0)","0% (0/0)","0% (0/0)","D62P5XBK1841K9TA"
"35A1YQPVFEHFJBABEZWW08HPVKC5IC","3NB4XF0P1VB9Z67DBBXSFXYRZCPL2D","Play a small grid game (~10 minutes)","Each worker will only be paid for 1 HIT completion.","game grid artificial intelligence","$0.50","Mon Jan 18 08:02:50 PST 2021","15","BatchId:4306691;OriginalHitTemplateId:920937340;","3600","864000","Mon Jan 25 08:02:50 PST 2021","","","3BGYGHDBBXLMVDBGXFE8453O63O22L","AA4O2W236E3FW","Submitted","Mon Jan 18 08:02:55 PST 2021","Mon Jan 18 08:35:37 PST 2021","Thu Jan 28 08:35:37 PST 2021","","","","1962","0% (0/0)","0% (0/0)","0% (0/0)","B0BDYGYK955RHVD9"
"35A1YQPVFEHFJBABEZWW08HPVKC5IC","3NB4XF0P1VB9Z67DBBXSFXYRZCPL2D","Play a small grid game (~10 minutes)","Each worker will only be paid for 1 HIT completion.","game grid artificial intelligence","$0.50","Mon Jan 18 08:02:50 PST 2021","15","BatchId:4306691;OriginalHitTemplateId:920937340;","3600","864000","Mon Jan 25 08:02:50 PST 2021","","","3BQU611VFPL8VHHE3X82OFJGIF899C","A2CHDWKAYZ3P3E","Submitted","Mon Jan 18 08:02:56 PST 2021","Mon Jan 18 08:50:32 PST 2021","Thu Jan 28 08:50:32 PST 2021","","","","2856","0% (0/0)","0% (0/0)","0% (0/0)","38FG38CD13Z8ZCOT"
"35A1YQPVFEHFJBABEZWW08HPVKC5IC","3NB4XF0P1VB9Z67DBBXSFXYRZCPL2D","Play a small grid game (~10 minutes)","Each worker will only be paid for 1 HIT completion.","game grid artificial intelligence","$0.50","Mon Jan 18 08:02:50 PST 2021","15","BatchId:4306691;OriginalHitTemplateId:920937340;","3600","864000","Mon Jan 25 08:02:50 PST 2021","","","3BWI6RSP7GALCUK2WBQ42XTLEMBE7Q","A2488KXHWJTJR7","Submitted","Mon Jan 18 09:03:53 PST 2021","Mon Jan 18 09:50:51 PST 2021","Thu Jan 28 09:50:51 PST 2021","","","","2818","0% (0/0)","0% (0/0)","0% (0/0)","TVACQAK8FJSFNNXH"
"35A1YQPVFEHFJBABEZWW08HPVKC5IC","3NB4XF0P1VB9Z67DBBXSFXYRZCPL2D","Play a small grid game (~10 minutes)","Each worker will only be paid for 1 HIT completion.","game grid artificial intelligence","$0.50","Mon Jan 18 08:02:50 PST 2021","15","BatchId:4306691;OriginalHitTemplateId:920937340;","3600","864000","Mon Jan 25 08:02:50 PST 2021","","","3EJJQNKU9R67ENVJVQWGSHHY7ELRH6","AD1ILDUXZHASF","Submitted","Mon Jan 18 10:04:07 PST 2021","Mon Jan 18 10:13:02 PST 2021","Thu Jan 28 10:13:02 PST 2021","","","","535","0% (0/0)","0% (0/0)","0% (0/0)","4EJQNYH2BXR3PGQB"
"35A1YQPVFEHFJBABEZWW08HPVKC5IC","3NB4XF0P1VB9Z67DBBXSFXYRZCPL2D","Play a small grid game (~10 minutes)","Each worker will only be paid for 1 HIT completion.","game grid artificial intelligence","$0.50","Mon Jan 18 08:02:50 PST 2021","15","BatchId:4306691;OriginalHitTemplateId:920937340;","3600","864000","Mon Jan 25 08:02:50 PST 2021","","","3H7XDTSHKCSYMNHUAEO4UGDEKTRWGJ","A34UER5ZQ5APMB","Submitted","Mon Jan 18 08:21:41 PST 2021","Mon Jan 18 08:50:12 PST 2021","Thu Jan 28 08:50:12 PST 2021","","","","1711","0% (0/0)","0% (0/0)","0% (0/0)","17JV8ELEU7BEO6RH"
"35A1YQPVFEHFJBABEZWW08HPVKC5IC","3NB4XF0P1VB9Z67DBBXSFXYRZCPL2D","Play a small grid game (~10 minutes)","Each worker will only be paid for 1 HIT completion.","game grid artificial intelligence","$0.50","Mon Jan 18 08:02:50 PST 2021","15","BatchId:4306691;OriginalHitTemplateId:920937340;","3600","864000","Mon Jan 25 08:02:50 PST 2021","","","3I0BTBYZAXM50O19BDHPULBEOKA0YR","A1KIL2V6SMJBGX","Submitted","Mon Jan 18 09:13:01 PST 2021","Mon Jan 18 09:22:43 PST 2021","Thu Jan 28 09:22:43 PST 2021","","","","582","0% (0/0)","0% (0/0)","0% (0/0)","VO692QXHW6XBEV01"
"35A1YQPVFEHFJBABEZWW08HPVKC5IC","3NB4XF0P1VB9Z67DBBXSFXYRZCPL2D","Play a small grid game (~10 minutes)","Each worker will only be paid for 1 HIT completion.","game grid artificial intelligence","$0.50","Mon Jan 18 08:02:50 PST 2021","15","BatchId:4306691;OriginalHitTemplateId:920937340;","3600","864000","Mon Jan 25 08:02:50 PST 2021","","","3L6L49WXW0YOXO9QJCZUVR3YARB54L","AWDU600NXZ26L","Submitted","Mon Jan 18 08:02:57 PST 2021","Mon Jan 18 08:10:33 PST 2021","Thu Jan 28 08:10:33 PST 2021","","","","456","0% (0/0)","0% (0/0)","0% (0/0)","R4NBW72X9WPCIF2D"
"35A1YQPVFEHFJBABEZWW08HPVKC5IC","3NB4XF0P1VB9Z67DBBXSFXYRZCPL2D","Play a small grid game (~10 minutes)","Each worker will only be paid for 1 HIT completion.","game grid artificial intelligence","$0.50","Mon Jan 18 08:02:50 PST 2021","15","BatchId:4306691;OriginalHitTemplateId:920937340;","3600","864000","Mon Jan 25 08:02:50 PST 2021","","","3OJSZ2ATDSXLGBR9LAX1Y3N81T1757","A1YZ0ETOCJO1B2","Submitted","Mon Jan 18 08:02:57 PST 2021","Mon Jan 18 08:33:20 PST 2021","Thu Jan 28 08:33:20 PST 2021","","","","1823","0% (0/0)","0% (0/0)","0% (0/0)","XOVYRPF12SDZ9DHL"
