Worker ID,0,1,2,3,4,5,6,7,8,9
3GXZQUN145GCS7YZ,0.9472475,2.9946349999999997,1.586595714285714,0.99173,1.150635,0.7002963636363636,1.151058,1.5009460000000003,0.7427472727272728,1.5081479166666665
DA6GLDD40JKZKJVR,0.3733,0.33530000000000004,1.2674285714285716,0.38808333333333334,0.4854,1.1380000000000001,0.8503999999999999,0.48460000000000003,0.609090909090909,1.8686923076923074
DSJ1KF9OM9OJ9LCG,1.4480300000000002,1.1106354545454546,2.231168571428572,1.2577283333333333,2.672628,2.9860259090909094,2.198544,2.091896,3.3306275000000003,1.3217812500000001
GZOUIW1OOPEW2V81,0.6106236363636364,0.4779927272727271,0.6494757142857145,0.58414125,0.957124,0.3902163636363636,0.8989221428571429,0.881926,0.5364859090909091,0.6403627272727271
HDSVYP693R4JWY1W,0.68148375,0.5222181250000001,1.3975285714285715,1.1804670833333335,0.933221,0.8707059090909088,3.180499,1.1456721428571428,0.9189150000000001,1.6190691666666666
IZDLHQGAPDCCJILR,0.604813125,2.4581925,1.2589204166666665,0.5140012500000001,1.225202,0.5419004545454545,0.964361,1.6010560000000003,0.5646763636363636,0.6746273076923076
KZTWVDWT4VSL1VEN,0.349322,0.6029468181818183,0.5583042857142857,0.2931871428571428,1.3532059999999997,0.2550127272727272,0.4619819999999999,2.0054519999999996,0.8982553333333333,0.6634391666666666
OJHTE6GE78IJQ27Y,0.8416445454545456,2.965239,1.4670785714285715,0.9791399999999998,3.164713,1.166264090909091,1.328419,1.5933091666666668,0.9178404545454545,1.0875387500000002
US3SL5W5G6UAL3Y7,0.5618579166666667,0.8565355555555555,1.2038550000000001,0.3896164754098362,1.32132,0.72282375,1.5195533333333333,12.778225833333336,0.7513026,3.126017692307692
YXCYAZMIJWC45HXL,0.9088390909090908,1.421824375,0.9627907142857144,0.6822287499999998,2.099607,1.523047727272727,0.8861420000000001,2.250461666666667,0.8168281818181817,0.5932895833333333
