"HITId","HITTypeId","Title","Description","Keywords","Reward","CreationTime","MaxAssignments","RequesterAnnotation","AssignmentDurationInSeconds","AutoApprovalDelayInSeconds","Expiration","NumberOfSimilarHITs","LifetimeInSeconds","AssignmentId","WorkerId","AssignmentStatus","AcceptTime","SubmitTime","AutoApprovalTime","ApprovalTime","RejectionTime","RequesterFeedback","WorkTimeInSeconds","LifetimeApprovalRate","Last30DaysApprovalRate","Last7DaysApprovalRate","Answer.surveycode","Approve","Reject"
"30EV7DWJTVWXSFPUN0S4E2PDHMX6YN","3NB4XF0P1VB9Z67DBBXSFXYRZCPL2D","Play a small grid game (~10 minutes)","Each worker will only be paid for 1 HIT completion.","game grid artificial intelligence","$0.50","Thu Jan 14 08:25:30 PST 2021","15","BatchId:4303349;OriginalHitTemplateId:920937340;","3600","864000","Thu Jan 21 08:25:30 PST 2021","","","32ZKVD547FO5487VK8LOO8BK65S3BQ","A90G0G4SJ26BM","Submitted","Thu Jan 14 08:25:34 PST 2021","Thu Jan 14 09:19:59 PST 2021","Sun Jan 24 09:19:59 PST 2021","","","","3265","0% (0/0)","0% (0/0)","0% (0/0)","BXQFIFPBLUHGUXNP",x
"30EV7DWJTVWXSFPUN0S4E2PDHMX6YN","3NB4XF0P1VB9Z67DBBXSFXYRZCPL2D","Play a small grid game (~10 minutes)","Each worker will only be paid for 1 HIT completion.","game grid artificial intelligence","$0.50","Thu Jan 14 08:25:30 PST 2021","15","BatchId:4303349;OriginalHitTemplateId:920937340;","3600","864000","Thu Jan 21 08:25:30 PST 2021","","","33FBRBDW6O0AFA57APCFQ9PD4CK8CU","AIHUIAQ4922K3","Submitted","Thu Jan 14 09:49:27 PST 2021","Thu Jan 14 10:34:02 PST 2021","Sun Jan 24 10:34:02 PST 2021","","","","2675","0% (0/0)","0% (0/0)","0% (0/0)","CI105NE3BRDLN4PF",x
"30EV7DWJTVWXSFPUN0S4E2PDHMX6YN","3NB4XF0P1VB9Z67DBBXSFXYRZCPL2D","Play a small grid game (~10 minutes)","Each worker will only be paid for 1 HIT completion.","game grid artificial intelligence","$0.50","Thu Jan 14 08:25:30 PST 2021","15","BatchId:4303349;OriginalHitTemplateId:920937340;","3600","864000","Thu Jan 21 08:25:30 PST 2021","","","35GMH2SV3EISX0C1DX76DJFG4TVEOQ","AJFJ6VXZJKSXD","Submitted","Thu Jan 14 09:52:45 PST 2021","Thu Jan 14 10:05:28 PST 2021","Sun Jan 24 10:05:28 PST 2021","","","","763","0% (0/0)","0% (0/0)","0% (0/0)","9HUFL3K7IF79QZTG",x
"30EV7DWJTVWXSFPUN0S4E2PDHMX6YN","3NB4XF0P1VB9Z67DBBXSFXYRZCPL2D","Play a small grid game (~10 minutes)","Each worker will only be paid for 1 HIT completion.","game grid artificial intelligence","$0.50","Thu Jan 14 08:25:30 PST 2021","15","BatchId:4303349;OriginalHitTemplateId:920937340;","3600","864000","Thu Jan 21 08:25:30 PST 2021","","","369J354OFDB0S82OJWB0WME1W956GZ","A10WRBLV9NMNH9","Submitted","Thu Jan 14 10:21:41 PST 2021","Thu Jan 14 10:50:31 PST 2021","Sun Jan 24 10:50:31 PST 2021","","","","1730","0% (0/0)","0% (0/0)","0% (0/0)","ZYLZVNR7IRSVISK6",x
"30EV7DWJTVWXSFPUN0S4E2PDHMX6YN","3NB4XF0P1VB9Z67DBBXSFXYRZCPL2D","Play a small grid game (~10 minutes)","Each worker will only be paid for 1 HIT completion.","game grid artificial intelligence","$0.50","Thu Jan 14 08:25:30 PST 2021","15","BatchId:4303349;OriginalHitTemplateId:920937340;","3600","864000","Thu Jan 21 08:25:30 PST 2021","","","3EQHHY4HQST4942AED1V4G010EBG5A","A2G7F8S617H0BB","Submitted","Thu Jan 14 08:25:35 PST 2021","Thu Jan 14 08:40:24 PST 2021","Sun Jan 24 08:40:24 PST 2021","","","","889","0% (0/0)","0% (0/0)","0% (0/0)","9Z2P116IVVK2FXSX",x
"30EV7DWJTVWXSFPUN0S4E2PDHMX6YN","3NB4XF0P1VB9Z67DBBXSFXYRZCPL2D","Play a small grid game (~10 minutes)","Each worker will only be paid for 1 HIT completion.","game grid artificial intelligence","$0.50","Thu Jan 14 08:25:30 PST 2021","15","BatchId:4303349;OriginalHitTemplateId:920937340;","3600","864000","Thu Jan 21 08:25:30 PST 2021","","","3F0BG9B9MPOJIZ1TWC2Y90L1WG2Y7B","A337Y4X67PY4QI","Submitted","Thu Jan 14 09:19:19 PST 2021","Thu Jan 14 09:44:19 PST 2021","Sun Jan 24 09:44:19 PST 2021","","","","1500","0% (0/0)","0% (0/0)","0% (0/0)","Z8OVR3I3DBG5BMP3",x
"30EV7DWJTVWXSFPUN0S4E2PDHMX6YN","3NB4XF0P1VB9Z67DBBXSFXYRZCPL2D","Play a small grid game (~10 minutes)","Each worker will only be paid for 1 HIT completion.","game grid artificial intelligence","$0.50","Thu Jan 14 08:25:30 PST 2021","15","BatchId:4303349;OriginalHitTemplateId:920937340;","3600","864000","Thu Jan 21 08:25:30 PST 2021","","","3HMVI3QICJT57DMR7WLP8QUOTUVY17","AT20PW4G38BMM","Submitted","Thu Jan 14 08:25:35 PST 2021","Thu Jan 14 09:17:14 PST 2021","Sun Jan 24 09:17:14 PST 2021","","","","3099","0% (0/0)","0% (0/0)","0% (0/0)","HZ8E6MYRHF27GNQS",x
"30EV7DWJTVWXSFPUN0S4E2PDHMX6YN","3NB4XF0P1VB9Z67DBBXSFXYRZCPL2D","Play a small grid game (~10 minutes)","Each worker will only be paid for 1 HIT completion.","game grid artificial intelligence","$0.50","Thu Jan 14 08:25:30 PST 2021","15","BatchId:4303349;OriginalHitTemplateId:920937340;","3600","864000","Thu Jan 21 08:25:30 PST 2021","","","3HRMW88U16R567CVSATE0QO7FSC0MH","A1F9KLZGHE9DTA","Submitted","Thu Jan 14 08:25:35 PST 2021","Thu Jan 14 08:37:07 PST 2021","Sun Jan 24 08:37:07 PST 2021","","","","692","0% (0/0)","0% (0/0)","0% (0/0)","YHKW332QT82S3RWP",x
"30EV7DWJTVWXSFPUN0S4E2PDHMX6YN","3NB4XF0P1VB9Z67DBBXSFXYRZCPL2D","Play a small grid game (~10 minutes)","Each worker will only be paid for 1 HIT completion.","game grid artificial intelligence","$0.50","Thu Jan 14 08:25:30 PST 2021","15","BatchId:4303349;OriginalHitTemplateId:920937340;","3600","864000","Thu Jan 21 08:25:30 PST 2021","","","3I3WADAZ9Q5S1HJ82WE39P93R025OM","A37S96RT1P1IT2","Submitted","Thu Jan 14 08:40:54 PST 2021","Thu Jan 14 08:44:29 PST 2021","Sun Jan 24 08:44:29 PST 2021","","","","215","0% (0/0)","0% (0/0)","0% (0/0)","KY8KOZ2CDJ5RJMR3",x
"30EV7DWJTVWXSFPUN0S4E2PDHMX6YN","3NB4XF0P1VB9Z67DBBXSFXYRZCPL2D","Play a small grid game (~10 minutes)","Each worker will only be paid for 1 HIT completion.","game grid artificial intelligence","$0.50","Thu Jan 14 08:25:30 PST 2021","15","BatchId:4303349;OriginalHitTemplateId:920937340;","3600","864000","Thu Jan 21 08:25:30 PST 2021","","","3K4J6M3CXEU1FAER99SCCRGNSSCGAG","A2CJYS92WX7HN6","Submitted","Thu Jan 14 08:25:35 PST 2021","Thu Jan 14 08:44:41 PST 2021","Sun Jan 24 08:44:41 PST 2021","","","","1146","0% (0/0)","0% (0/0)","0% (0/0)","WOC95F73TIBET6TJ",x
"30EV7DWJTVWXSFPUN0S4E2PDHMX6YN","3NB4XF0P1VB9Z67DBBXSFXYRZCPL2D","Play a small grid game (~10 minutes)","Each worker will only be paid for 1 HIT completion.","game grid artificial intelligence","$0.50","Thu Jan 14 08:25:30 PST 2021","15","BatchId:4303349;OriginalHitTemplateId:920937340;","3600","864000","Thu Jan 21 08:25:30 PST 2021","","","3NVC2EB65Q01HG06U0Z8WJ9LRE9Y3Z","A10ZJQC7W1QHIO","Submitted","Thu Jan 14 09:25:59 PST 2021","Thu Jan 14 09:32:17 PST 2021","Sun Jan 24 09:32:17 PST 2021","","","","378","0% (0/0)","0% (0/0)","0% (0/0)","NOAA20FZ78U4KW2X",x
"30EV7DWJTVWXSFPUN0S4E2PDHMX6YN","3NB4XF0P1VB9Z67DBBXSFXYRZCPL2D","Play a small grid game (~10 minutes)","Each worker will only be paid for 1 HIT completion.","game grid artificial intelligence","$0.50","Thu Jan 14 08:25:30 PST 2021","15","BatchId:4303349;OriginalHitTemplateId:920937340;","3600","864000","Thu Jan 21 08:25:30 PST 2021","","","3PB5A5BD0V7JW8GT26GS20EXRK6G7P","A3KZEX1DDMXKDU","Submitted","Thu Jan 14 08:25:35 PST 2021","Thu Jan 14 08:47:04 PST 2021","Sun Jan 24 08:47:04 PST 2021","","","","1289","0% (0/0)","0% (0/0)","0% (0/0)","QR6WU5PD45PB37HL",x
"30EV7DWJTVWXSFPUN0S4E2PDHMX6YN","3NB4XF0P1VB9Z67DBBXSFXYRZCPL2D","Play a small grid game (~10 minutes)","Each worker will only be paid for 1 HIT completion.","game grid artificial intelligence","$0.50","Thu Jan 14 08:25:30 PST 2021","15","BatchId:4303349;OriginalHitTemplateId:920937340;","3600","864000","Thu Jan 21 08:25:30 PST 2021","","","3S4AW7T80BJ2ZDCBBZF1CGZVWZA4L7","A26LOVXF4QZZCO","Submitted","Thu Jan 14 08:50:48 PST 2021","Thu Jan 14 09:24:05 PST 2021","Sun Jan 24 09:24:05 PST 2021","","","","1997","0% (0/0)","0% (0/0)","0% (0/0)","WWVDCAHM4804AUV5",x
"30EV7DWJTVWXSFPUN0S4E2PDHMX6YN","3NB4XF0P1VB9Z67DBBXSFXYRZCPL2D","Play a small grid game (~10 minutes)","Each worker will only be paid for 1 HIT completion.","game grid artificial intelligence","$0.50","Thu Jan 14 08:25:30 PST 2021","15","BatchId:4303349;OriginalHitTemplateId:920937340;","3600","864000","Thu Jan 21 08:25:30 PST 2021","","","3VZLGYJEYLBD24HPAB8FH67R43EXZP","A3PRZRK9IC5CBI","Submitted","Thu Jan 14 08:25:34 PST 2021","Thu Jan 14 08:56:18 PST 2021","Sun Jan 24 08:56:18 PST 2021","","","","1844","0% (0/0)","0% (0/0)","0% (0/0)","C33B9A9MB8YQLIVQ",x
"30EV7DWJTVWXSFPUN0S4E2PDHMX6YN","3NB4XF0P1VB9Z67DBBXSFXYRZCPL2D","Play a small grid game (~10 minutes)","Each worker will only be paid for 1 HIT completion.","game grid artificial intelligence","$0.50","Thu Jan 14 08:25:30 PST 2021","15","BatchId:4303349;OriginalHitTemplateId:920937340;","3600","864000","Thu Jan 21 08:25:30 PST 2021","","","3WOKGM4L71HT6AX75Q8RSUDCASR0OW","A7P3R1AIA4TVV","Submitted","Thu Jan 14 09:25:48 PST 2021","Thu Jan 14 09:37:28 PST 2021","Sun Jan 24 09:37:28 PST 2021","","","","700","0% (0/0)","0% (0/0)","0% (0/0)","4LDO83KU007J0FEP",x
